id,processed_content
4785,uganda rout coffe export kisumu long delay railway cross kenyan border led uganda rout coffe export a ferri link kenyan port kisumu lake victoria ugandan offici base kenya uganda a direct rail link kenyan port mombasa conduct 70 pct extern trade a chronic shortag railway wagon custom kisumu a day compar malaba rail border cross a ugandan railway offici malaba handl 10 pct trade coffe oil kisumu accid recent damag wagon ferri pli kisumu ugandan port jinja caus bottleneck lake rout sourc coffe market board kampala report delay coffe export shipment januari due congest lake ferri coffe account 95 pct uganda export earn novemb presid yoweri museveni order coffe shipment carri rail order avoid higher cost road haulag
4787,norway wholesal price rise 0 5 pct februari norway wholesal price index base 1981 rose 0 5 pct februari 136 0 a 1 7 pct rise januari 135 0 central bureau statist year year increas februari 7 9 pct compar 5 7 pct januari 2 2 pct februari 1986 ad
4788,healthco intern lt hlco 4th qtr net oper shr 51 ct 43 ct oper shr dilut 47 ct 43 ct oper net 3 182 000 2 462 000 rev 101 7 mln 87 0 mln avg shr 6 246 664 5 671 607 avg shr dilut 7 501 209 5 671 607 year oper shr 1 84 dlr 1 48 dlr oper shr dilut 1 76 dlr 1 48 dlr oper net 11 5 mln 8 312 000 rev 349 2 mln 307 0 mln avg shr 6 238 720 5 616 019 avg shr dilut 6 969 389 5 616 019 note 1986 net period exclud charg 1 205 000 dlr distribut system restructur cost 1986 year net exclud 440 000 dlr debt retir gain gain 12 8 mln dlr sale hpsc lt hpsc stock 1986 net period includ charg 768 000 dlr revers invest tax credit
4791,wilfr american educ corp lt wae 4th qtr shr ct 36 ct net 182 000 3 433 000 rev 20 1 mln 21 4 mln year shr 71 ct 98 ct net 6 706 000 9 275 000 rev 85 7 mln 75 4 mln note 1985 net period includ gain 743 000 dlr cancel debt 1986 quarter net includ revers 216 000 dlr invest tax credit
4792,al laboratori lt bmd 4th qtr net shr 10 ct 14 ct net 913 000 1 273 000 rev 37 7 mln 24 7 mln 12 mth shr 61 ct 60 ct net 5 529 000 5 448 000 rev 123 6 mln 96 8 mln note net qtr yr 1986 1985 adjust reflect retroact effect stock split distribut sharehold juli 1986 august 1985 1986 net includ result oper parm pharmaceut acquir 29 1986
4794,nu med lt num 3rd qtr jan 31 net shr 26 ct 10 ct net 2 867 000 1 208 000 rev 100 0 mln 85 0 mln avg shr 10 4 mln 9 791 671 mth shr 57 ct 34 ct net 6 327 000 3 951 000 rev 284 4 mln 225 4 mln avg shr 10 1 mln 9 831 097 current year net period includ gain 1 755 000 dlr chang inestim live depreci properti equip
4795,alusuiss plan 50 pct capit cut schweizerisch aluminium ag alusuiss plan reduc share particip certif capit 50 pct cover loss 1986 carri forward previou year chief execut han jucker jucker told a news confer greatest drain financi resourc stop extraordinari charg net loss 688 mln franc 1986 slightli 756 mln loss previou year loss 1986 carri 1985 made reduc capit 50 pct jucker compani improv liquid a recoveri cash flow convers 300 mln swiss franc credit a subordin loan trade alusuiss share suspend zurich stock exchang today announc compani cut share capit 50 pct bours trade resum monday
4796,davi water lt dww releas pre split earn davi water wast industri restat earn a pre stock split basi fiscal 1987 quarter month end januari 31 report march 10 a post stock split basi compani earn share quarter a pre split basi convert 16 ct 12 ct post split versu ct pre split ct post split fiscal 1986 quarter month davi earn share convert 77 ct 44 ct fiscal 1987 1986 58 ct 33 ct
4797,lt nova alberta corp 4th qtr loss shr loss 15 ct loss 1 09 dlr net loss 19 3 mln loss 139 6 mln rev 611 7 mln 868 6 mln year shr profit 12 ct loss 1 31 dlr net profit 16 1 mln loss 167 9 mln rev 2 68 billion 3 35 billion avg shr 134 7 mln 128 1 mln
4798,elder beerman lt eldr offer 30 dlr share elder beerman store corp owner 70 pct stock offer compani privat offer 30 dlr share remain 30 pct stock compani propos consid a regularli schedul board meet march 17 offer made member beerman famili hold 70 pct compani stock chairman max gutmann member board
4801,echlin lt ech dividend increas 12 pct qtli div 14 ct 12 5 ct prior qtr payabl april 18 record april
4803,nation entertain corp lt nent 3rd qtr net jan 31 end shr ct ct net 177 000 252 000 rev 3 209 000 1 070 000 mth shr 12 ct ct net 365 000 247 000 rev 7 156 000 2 960 000 note prior year net period includ 91 000 dlr tax credit
4804,nation entertain lt nent revers split set nation entertain corp shareholdersapprov a 25 revers stock split a chang major video corp effect march 16 ticker symbol lt majv compani expect add compani own franchis major video store 60 day oper 64
4805,lt pembina resourc year net shr 48 ct 81 ct net 3 986 000 6 760 000 rev 77 3 mln 40 5 mln
4806,comput memori lt cmin set film firm merger comput memori end disk drive oper june 1986 agre acquir lt hemdal film corp a transact give hemdal owner control result compani comput memori princip asset 29 4 mln dlr cash cash equival agre exchang newli issu share equal 80 pct aggreg issu acquir hemdal compani owner john dali chief execut offic combin compani renam hemdal film corp comput memori propos transact subject result corpor review approv sharehold hold a special meet practic compani 11 109 190 share outstand 1 734 000 held intel corp lt intc anticip fintel share purchas 2 75 dlr a share connect merger hemdal comput memori
4807,klm seek stake british courier servic klm royal dutch airlin lt klm negoti a minor stake a british commonwealth ship plc lt bcom courier servic a transact includ a convert loan issu klm activ fast grow door door deliveri market a 50 pct stake a dutch courier servic seek buy lt iml air servic group british commonwealth compani agre earlier month klm a 15 pct stake british commonwealth commut airlin air a deal worth mln stg
4809,econom spotlight em mark eighth birthday european monetari system mark eighth anniversari vulner turmoil world money market creat island currenc rate stabil europ economist economist system hold european commun currenc narrow fluctuat band remain infanc currenc european currenc unit ecu a runaway success investor borrow alik seek altern volatil dollar wednesday long term vision ecu europ common currenc a step nearer realiti belgium mint world ecu coin economist member west germani block a stage develop envisag system found father west german chancellor helmut schmidt french presid valeri giscard esta phase origin due start year em set decis make transfer nation govern central bank autonom european monetari fund member jealous guard sovereignti econom monetari matter basic problem em govern prepar make quantum leap a situat decis common economist close watch system develop result ec divid polici currenc accentu economist system greatest weak vulner a weak dollar past 18 month dollar plung investor move strong currenc result sharp rise west german mark sever strain system mark soar dollar rose em currenc favour intern investor west germani year refus give pressur ec partner unit state cut interest rate slow mark rise em realign eas financi trade strain commun month ago mark dutch guilder revalu pct belgian luxembourg franc pct currenc system french franc italian lira irish punt danish crown frustrat britain failur lend em polit support keep pound a major world currenc system chang british govern attitud expect countri gener elect due mid 1988 system realign 11th set prompt european financ minist ec highli secret monetari committe committe central bank governor suggest reinforc idea due unveil financ minist hold inform meet belgium earli month economist propos involv tinker technic detail sceptic chanc fundament chang technic measur won protect em extern factor dollar weak step forward institut level leo de corel kredietbank econom research depart economist system fortun depend larg success agreement month major industri nation stabilis exchang rate dollar resum slide em turbul predict
4810,gener mill lt gi see strong 4th qtr result gener mill report stronger result quarter end februari 22 expect momentum continu fourth quarter compani expect report strong earn share growth a record return equiti fiscal 1987 achiev expect oper charg final quarter gener mill charg offset oper gain includ ct a share half gener mill end quarter return averag equiti 31 6 pct major factor contribut quarter improv 11 pct gain unit volum consum food continu good profit growth red lobster usa strong perform specialti retail compani report quarterli earn 56 9 mln dlr 64 ct a share 46 4 mln dlr 52 ct a share a year ago sale rose 1 31 billion dlr 1 13 billion dlr year ago data reflect a common stock split
4812,packag system lt pak buy label firm packag system corp agre acquir lt walter richter label a privat held maker woven label base paterson term acquisit expect complet 60 day disclos
4814,manufactur home lt mnh year net shr 53 ct 85 ct net 2 033 425 3 718 325 rev 120 6 mln 79 5 mln note 1986 net includ 3 300 000 dlr provis credit loss 1985 net includ charg 504 571 dlr cumul effect account chang
4816,haiti announc find ore rich gold field ministri mine announc discoveri a major gold field grand boi haiti miner rich north a press confer yesterday a ministri spokesman report deposit contain estim 44 mln ton ore ton capabl 7 666 gram gold spokesman gave estim thought find discov wednesday worth mine begin foreign partner invest mln dlr need technic equip spokesman haitian govern oper a gold mine unit nation recent complet a year feasibl studi list grand boi morn bossa site import gold deposit 1971 sedren copper mine gonaiv oper a canadian firm close year mine a concentr gold copper grand boi mine repres larg amount money a offici sedren mine a catch gold extract money financ oper offici ask name told reuter
4818,holiday corp lt hia comsat lt cq close sale holiday corp commun satellit corp close previous announc sale comsat holiday 50 pct interest net commun joint ventur room video entertain hotel satellit term deal comsat paid holiday 25 mln dlr cash assum half ventur 50 mln dlr outstand debt compani net ad continu provid program holiday hotel
4819,consum financi corp lt cfin 1986 net shr 61 ct 42 ct net 6 247 000 5 587 000 rev 65 4 mln 53 6 mln note 1986 net includ invest gain 25 ct a share versu ct a share 1985 extraordinari gain ct a share
